Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rainfall_mm_was_missing,Soil_Moisture_pct_was_missing,Yield_Outlier,Yield_Index,Price_Index,Cost_per_ha,Revenue_per_ha,Profit_per_ha,BCR,Loss_Making,Water_per_ha,NPK_total,Rain_Band,Temp_Band,Profit_Robust_Z,Water_Ratio
SF11153,Andhra Pradesh,Indore,Pulses,Rabi,14.76,847.7,24.2,64.9,6.9,5.42,26.4,126.7,46.5,80.2,Rainfed,149.3,1.64,0.98,0.3,4.43,68547,914017,303663,-610354,3265,1.357,54.6,False,False,False,0.3191489361702128,0.9641402881998411,61925.271002710026,20573.37398373984,-41351.89701897019,0.3322290504443572,True,221.2059620596206,253.39999999999998,High,Mild,-1.1760556299962597,0.618716664579355
SF11154,Andhra Pradesh,Guntur,Chilli,Rabi,3.74,504.1,26.0,64.7,8.2,6.84,29.4,56.1,45.2,139.6,Drip,186.4,8.15,0.88,2.43,9.09,97746,252667,888511,635844,2331,3.9,37.5,False,False,False,1.562700964630225,0.9490363609883975,67558.02139037433,237569.78609625666,170011.76470588235,3.516529661570367,False,623.2620320855615,240.9,Mid-low,Mild,0.8190631869787712,1.0689360989452499
SF11155,Tamil Nadu,Indore,Wheat,Rabi,4.98,678.5,20.5,45.0,6.1,6.72,28.7,96.3,53.4,92.1,Rainfed,216.7,4.12,0.71,2.82,14.04,28848,366741,405026,38285,1354,10.369,45.5,False,False,False,1.27313769751693,1.2093822709455635,73642.77108433735,81330.5220883534,7687.751004016063,1.104392473162259,False,271.88755020080316,241.79999999999998,Mid-high,Cool,0.9053858653778939,0.5336281135590013
SF11156,Telangana,Warangal,Maize,Kharif,2.02,846.3,26.9,66.8,7.2,7.52,36.2,105.2,61.3,70.1,Rainfed,70.8,3.71,0.72,1.67,3.37,22514,122429,75872,-46557,630,5.349,49.3,False,False,False,0.5859649122807017,1.0731684065017397,60608.41584158416,37560.39603960396,-23048.019801980197,0.6197224513799835,True,311.8811881188119,236.6,High,Mild,-0.4367940870940366,0.5876748783757444
SF11157,Punjab,Krishna,Groundnut,Rabi,13.21,85.7,25.5,65.3,8.5,6.95,29.0,129.7,35.7,87.8,Drip,40.0,9.27,0.74,1.48,19.55,57951,789760,1132942,343182,4532,4.314,15.4,False,False,False,1.0571428571428572,1.0288590425295825,59785.01135503406,85763.96669190007,25978.95533686601,1.4345396069692058,False,343.07342922028766,253.2,Low,Mild,0.4559183080118336,0.7347049438071391
SF11158,Punjab,Warangal,Pulses,Kharif,5.59,531.2,28.3,73.1,5.3,6.07,32.1,95.1,58.7,90.0,Rainfed,252.9,3.55,0.75,0.78,4.36,85547,362005,372985,10980,1035,4.213,62.2,False,False,False,0.8297872340425533,1.203251918167561,64759.39177101968,66723.61359570661,1964.221824686941,1.030331072775238,False,185.1520572450805,243.8,Mid-low,Warm,0.04902029532390627,0.5178733078984828
SF11159,Tamil Nadu,Warangal,Maize,Zaid,2.12,452.9,37.1,54.6,7.6,6.75,16.7,155.0,81.7,145.6,Sprinkler,180.2,8.09,0.71,3.09,6.55,23254,145735,152314,6579,1199,5.463,40.3,False,False,False,1.0842105263157893,1.1084417751084419,68742.92452830188,71846.22641509434,3103.3018867924525,1.0451435825299344,False,565.566037735849,382.29999999999995,Mid-low,Hot,0.4690445861688953,1.0656909268706838
SF11160,Gujarat,Erode,Maize,Kharif,3.39,938.7,26.2,87.6,7.9,7.08,29.2,166.6,43.7,138.7,Flood,207.0,5.67,0.9,4.27,14.48,20469,248148,296391,48243,2504,5.783,68.5,False,False,False,1.4982456140350875,0.9756899756899757,73200.0,87430.97345132743,14230.973451327432,1.1944122056192272,False,738.6430678466077,349.0,High,Mild,0.854488785375528,1.3918183962236197
SF11161,Telangana,Nalgonda,Wheat,Zaid,8.26,490.3,33.7,46.7,9.8,7.53,15.4,78.6,77.9,150.2,Sprinkler,213.2,1.21,0.73,1.1,9.09,27736,589875,252120,-337755,4541,2.002,58.5,False,False,False,0.49661399548532736,1.162764374200851,71413.4382566586,30523.00242130751,-40890.43583535109,0.4274125874125874,True,549.7578692493947,306.7,Mid-low,Hot,-1.0349703378985888,1.0789984847232037
SF11162,Punjab,Erode,Maize,Kharif,12.28,962.7,29.9,76.3,5.9,7.8,36.5,110.9,96.3,82.2,Flood,121.0,4.42,0.81,0.88,10.81,21646,710922,233993,-476929,8547,1.265,67.9,False,False,False,0.3087719298245614,1.031793698460365,57892.67100977199,19054.80456026059,-38837.866449511406,0.3291401869684719,True,696.0097719869707,289.4,High,Hot,-0.983728345654492,1.3114848656564453
SF11163,Tamil Nadu,Raichur,Wheat,Rabi,13.72,638.1,26.5,62.7,7.3,7.19,31.9,104.9,64.7,56.0,Drip,161.7,1.73,1.0,2.84,38.96,22282,746137,868107,121970,7366,5.289,53.9,False,False,False,1.2821670428893905,0.9341186827928816,54383.16326530612,63273.10495626822,8889.9416909621,1.1634686391373166,False,536.8804664723032,225.60000000000002,Mid-high,Mild,0.9534049107294711,1.0537242706357852
SF11164,Tamil Nadu,Guntur,Rice,Rabi,5.29,542.8,25.5,60.3,7.5,6.53,24.8,118.5,73.7,72.8,Rainfed,178.7,1.84,0.81,3.6,19.04,17369,232433,330706,98273,4052,4.699,53.1,False,False,False,1.4634146341463414,0.7879062804781238,43938.185255198485,62515.31190926276,18577.126654064272,1.4228014094384187,False,765.9735349716447,265.0,Mid-low,Mild,1.042488114827919,0.545658858843466
SF11165,Andhra Pradesh,Nashik,Groundnut,Rabi,0.99,277.1,23.8,60.7,8.1,5.68,28.0,60.6,42.6,133.7,Rainfed,236.3,3.32,0.92,0.41,0.41,57320,61543,23501,-38042,268,1.53,53.8,False,False,False,0.29285714285714287,1.017656301320006,62164.64646464647,23738.383838383837,-38426.26262626263,0.3818630875972897,True,270.7070707070707,236.89999999999998,Low,Cool,-1.356926683705918,0.5797296037296038
SF11166,Maharashtra,Nalgonda,Cotton,Rabi,4.24,702.8,23.7,55.1,8.1,6.07,27.4,165.8,39.0,118.6,Sprinkler,164.4,5.47,0.65,1.45,6.15,66851,295357,411134,115777,2937,2.094,43.7,False,False,False,1.1693548387096775,0.9803421247516186,69659.66981132075,96965.56603773584,27305.896226415094,1.3919900324014667,False,692.688679245283,323.4,Mid-high,Cool,0.2666980373175927,0.9676138109683099
SF11167,Maharashtra,Warangal,Maize,Rabi,7.16,547.1,25.7,60.6,7.5,7.6,24.2,101.9,39.9,137.4,Rainfed,163.5,4.96,0.83,1.51,10.81,18944,381258,204785,-176473,1989,5.435,33.9,False,False,False,0.5298245614035088,0.9029982363315696,53248.324022346365,28601.256983240222,-24647.067039106143,0.537129712687996,True,277.7932960893855,279.20000000000005,Mid-low,Mild,-0.49218244738424666,0.523443374310654
SF11168,Karnataka,Indore,Cotton,Kharif,8.69,1062.9,26.9,78.2,5.9,7.39,29.7,159.5,66.5,72.3,Rainfed,212.7,4.57,0.66,0.89,7.73,63453,637725,490492,-147233,3929,1.967,61.7,False,False,False,0.717741935483871,0.9305118673148413,73386.07594936709,56443.26812428079,-16942.807825086307,0.7691277588302168,True,452.1288837744534,298.3,High,Mild,-0.7836844179763365,0.6315768762880732
SF11169,Maharashtra,Indore,Maize,Kharif,9.19,501.7,30.6,77.3,6.1,5.84,26.4,122.0,62.9,82.7,Flood,219.2,6.05,0.93,1.58,14.52,24139,708960,350498,-358462,6118,2.373,44.4,False,False,False,0.5543859649122808,1.150626817293484,77144.72252448314,38139.06420021763,-39005.65832426551,0.4943833220491988,True,665.7236126224157,267.6,Mid-low,Hot,-0.9895403795937484,1.2544169317794813
SF11170,Andhra Pradesh,Erode,Pulses,Kharif,12.03,789.5,28.3,72.3,6.4,6.83,33.6,120.7,28.4,113.3,Flood,187.6,5.85,1.0,1.57,18.89,61727,809336,1166023,356687,5270,3.584,45.9,False,False,False,1.670212765957447,0.8682143284127911,67276.47547797175,96926.2676641729,29649.792186201164,1.4407155989601352,False,438.07148794679966,262.4,Mid-high,Warm,0.8320296376674928,1.2252930587680377
SF11171,Karnataka,Nalgonda,Pulses,Rabi,9.41,286.1,24.1,65.1,7.3,7.4,18.3,71.3,44.9,147.7,Drip,65.8,4.0,0.9,0.69,6.49,75749,601596,491611,-109985,3357,1.933,40.7,False,False,False,0.7340425531914894,1.0654392269661657,63931.56216790648,52243.46439957492,-11688.097768331561,0.817177973257801,True,356.7481402763018,263.9,Low,Mild,-0.3370975865332046,0.9978303359976802
SF11172,Punjab,Nalgonda,Pulses,Rabi,4.74,216.0,25.2,34.4,9.8,6.73,32.6,92.3,80.5,73.8,Flood,194.9,9.36,0.68,1.01,4.79,71525,353077,342605,-10472,2677,1.789,12.9,False,False,False,1.074468085106383,1.0060270196141863,74488.81856540084,72279.5358649789,-2209.2827004219407,0.9703407472024516,True,564.7679324894515,246.60000000000002,Low,Mild,-0.06901567037236828,1.5796650695927954
SF11173,Maharashtra,Krishna,Maize,Rabi,3.05,241.0,28.0,58.1,6.8,6.8,13.0,67.2,56.8,91.2,Drip,86.9,7.57,0.83,3.43,10.46,19631,198958,205340,6382,1326,7.888,38.1,False,False,False,1.2035087719298245,0.9357452690786024,65232.13114754099,67324.59016393442,2092.4590163934427,1.0320771218046019,False,434.75409836065575,215.2,Low,Warm,0.4340306554966017,0.8192031825277121
SF11174,Gujarat,Erode,Maize,Rabi,14.78,111.3,26.1,58.4,8.5,6.71,31.2,137.0,42.5,127.7,Rainfed,281.2,10.3,0.95,2.28,33.7,20291,1122550,683807,-438743,3722,9.054,24.5,False,False,False,0.7999999999999999,0.9672053005386338,75950.60893098783,46265.69688768606,-29684.91204330176,0.6091550487728832,True,251.82679296346416,307.2,Low,Mild,-0.6666850935225506,0.47451492928832734
SF11175,Madhya Pradesh,Krishna,Wheat,Kharif,7.85,783.7,27.6,71.1,7.3,7.1,28.7,140.1,72.6,129.7,Sprinkler,250.0,4.08,0.72,3.08,24.18,22125,617349,534982,-82367,3723,6.495,59.9,False,False,False,1.3905191873589167,0.927536839457522,78643.1847133758,68150.57324840764,-10492.611464968153,0.8665795198501982,True,474.2675159235669,342.4,Mid-high,Warm,0.179208513161015,0.9308351178922756
SF11176,Andhra Pradesh,Warangal,Maize,Rabi,12.1,435.1,23.2,55.6,9.9,5.66,25.6,151.3,69.1,94.3,Drip,167.7,6.46,0.71,1.3,15.73,21357,669991,335946,-334045,5214,3.017,34.3,False,False,False,0.45614035087719296,1.018018018018018,55371.15702479339,27764.13223140496,-27607.02479338843,0.5014186757732566,True,430.90909090909093,314.7,Mid-low,Cool,-0.5947105045494994,0.8119580700536908
SF11177,Maharashtra,Raichur,Wheat,Rabi,4.19,503.1,27.1,52.1,5.6,7.18,22.6,141.1,60.3,101.9,Sprinkler,121.5,7.14,0.99,2.71,11.35,27010,260110,306564,46454,1940,5.851,35.5,False,False,False,1.2234762979683973,1.1323285890959398,62078.75894988066,73165.63245823389,11086.873508353221,1.178593671908039,False,463.00715990453455,303.29999999999995,Mid-low,Warm,1.041156853677572,0.9087346482826846
SF11178,Tamil Nadu,Erode,Groundnut,Kharif,10.25,727.1,29.2,67.7,7.5,5.44,34.4,70.9,94.5,134.0,Rainfed,139.2,1.17,0.88,0.31,3.18,59790,545006,190132,-354874,2896,1.098,58.8,False,False,False,0.22142857142857145,1.0615085529644654,53171.31707317073,18549.463414634145,-34621.85365853659,0.34886221436094283,True,282.5365853658537,299.4,Mid-high,Warm,-1.249842134321478,0.6050629643527204
SF11179,Karnataka,Nalgonda,Sugarcane,Kharif,6.38,941.4,25.2,69.8,5.5,6.75,25.1,170.7,47.7,90.9,Drip,244.9,3.56,0.77,83.79,534.58,3060,435000,1635815,1200815,11086,48.221,54.2,False,False,False,1.7445346658338539,0.8772935779816514,68181.81818181818,256397.3354231975,188215.5172413793,3.7604942528735634,False,1737.6175548589342,309.29999999999995,High,Mild,1.1181970807086792,1.033367711035946
SF11180,Punjab,Erode,Maize,Kharif,7.53,997.8,29.2,71.6,6.5,6.22,28.2,116.8,74.2,65.4,Flood,151.9,3.17,0.71,3.55,26.73,20244,505451,541122,35671,5097,5.244,66.9,False,False,False,1.2456140350877192,0.964964964964965,67124.96679946879,71862.15139442231,4737.184594953519,1.070572617325913,False,676.8924302788845,256.4,High,Warm,0.5256395897500443,1.2754622330285126
SF11181,Tamil Nadu,Warangal,Cotton,Zaid,1.51,278.3,28.6,71.2,6.3,5.43,17.1,153.5,51.6,113.0,Flood,56.9,4.43,0.66,0.3,0.45,74844,84856,33680,-51176,1378,0.327,61.4,False,False,False,0.24193548387096772,1.0975561470271222,56196.02649006622,22304.635761589405,-33891.39072847682,0.3969077024606392,True,912.5827814569536,318.1,Low,Warm,-1.1860124523317739,1.274782928388152
SF11182,Gujarat,Erode,Rice,Rabi,12.19,715.8,23.5,53.5,7.9,5.76,23.4,111.2,19.2,96.6,Drip,135.6,5.51,0.83,1.34,16.33,21595,997506,352646,-644860,15595,1.047,35.0,False,False,False,0.5447154471544716,0.9796094263875343,81829.8605414274,28929.12223133716,-52900.73831009024,0.353527698079009,True,1279.3273174733388,227.0,Mid-high,Cool,-1.3054934255339015,0.9113582288004459
SF11183,Punjab,Warangal,Rice,Rabi,4.39,298.1,27.0,73.7,8.4,6.73,24.6,163.4,52.2,144.0,Flood,312.7,1.14,0.9,3.97,17.43,24220,364634,422155,57521,7595,2.295,61.2,False,False,False,1.6138211382113823,1.0986867472612216,83060.13667425969,96162.8701594533,13102.733485193623,1.1577499629765737,False,1730.0683371298408,359.6,Low,Warm,0.8626593788739678,1.2324539575566775
SF11184,Gujarat,Indore,Cotton,Zaid,13.09,262.8,31.9,53.8,8.6,6.52,14.8,98.3,62.4,81.5,Drip,239.2,6.83,0.97,1.29,16.89,72596,1107403,1226146,118743,9038,1.869,31.0,False,False,False,1.0403225806451613,1.064590161530396,84599.15966386555,93670.43544690603,9071.27578304049,1.1072265471558231,False,690.4507257448435,242.2,Low,Hot,-0.16615815142800294,0.9644876234323889
SF11185,Tamil Nadu,Indore,Rice,Zaid,4.97,404.3,35.8,43.3,7.7,7.43,22.9,119.6,37.5,74.8,Rainfed,359.8,3.68,0.93,1.16,5.77,20052,430010,115700,-314310,3239,1.781,41.2,False,False,False,0.47154471544715443,0.9096146431082583,86521.12676056339,23279.678068410463,-63241.448692152924,0.2690635101509267,True,651.7102615694165,231.89999999999998,Mid-low,Hot,-1.6451761665263347,0.46426078890272465
SF11186,Gujarat,Guntur,Groundnut,Rabi,10.43,663.8,23.4,63.6,7.4,6.16,15.9,95.6,59.5,73.3,Sprinkler,247.8,7.58,0.93,1.37,14.29,67175,832795,959931,127136,4952,2.886,40.4,False,False,False,0.9785714285714288,1.192621459196989,79846.11697027805,92035.57046979867,12189.453499520614,1.15266181953542,False,474.78427612655804,228.39999999999998,Mid-high,Cool,0.0677784936504324,1.0167687882587213
SF11187,Telangana,Indore,Maize,Kharif,10.44,742.9,27.4,70.5,6.3,6.27,38.8,140.9,42.8,93.9,Rainfed,141.3,4.09,0.89,3.9,40.72,22284,598571,907404,308833,2924,13.926,57.8,False,False,False,1.368421052631579,1.0622050622050623,57334.38697318008,86916.091954023,29581.704980842915,1.5159504887473667,False,280.07662835249045,277.6,Mid-high,Warm,1.3862128201221777,0.5277458364697389
SF11188,Tamil Nadu,Indore,Cotton,Rabi,11.83,513.6,23.2,59.9,8.5,8.05,23.0,106.3,90.5,85.7,Rainfed,200.5,6.81,0.72,0.3,3.55,62140,915662,220597,-695065,4308,0.824,35.3,False,False,False,0.24193548387096772,0.9112572681345915,77401.69061707523,18647.252747252747,-58754.43786982248,0.24091531591351395,True,364.1589180050718,282.5,Mid-low,Cool,-1.7762152404635823,0.5086920127421489
SF11189,Madhya Pradesh,Ludhiana,Wheat,Zaid,6.3,330.0,33.0,66.9,8.3,6.8,15.8,106.2,84.2,105.7,Drip,129.8,2.82,0.89,2.51,15.81,24640,366299,389558,23259,2613,6.051,55.9,False,False,False,1.1331828442437923,1.0329721005303205,58142.69841269842,61834.60317460317,3691.904761904762,1.0634973068449545,False,414.76190476190476,296.1,Low,Hot,0.7457799692406496,0.8140446763773135
SF11190,Andhra Pradesh,Nashik,Pulses,Kharif,0.88,818.0,29.6,74.5,7.6,7.37,30.0,141.8,63.1,128.2,Rainfed,326.5,5.43,0.75,0.93,0.82,59766,55589,49008,-6581,192,4.271,66.8,False,False,False,0.9893617021276597,0.8406320986265147,63169.318181818184,55690.90909090909,-7478.409090909091,0.881613268812175,True,218.1818181818182,333.1,Mid-high,Warm,-0.21803825274530828,0.6102580850914402
SF11191,Madhya Pradesh,Guntur,Rice,Kharif,14.97,1220.9,29.4,75.0,4.5,6.58,26.3,133.2,34.0,86.4,Rainfed,187.3,2.81,0.81,2.61,39.07,22490,945700,878684,-67016,13258,2.947,69.1,False,False,False,1.0609756097560976,1.0202091224568486,63173.01269205077,58696.32598530394,-4476.6867067468265,0.9291360896690283,True,885.6379425517702,253.6,High,Warm,0.28519173736509446,0.6309045508983068
SF11192,Punjab,Nashik,Sugarcane,Kharif,1.22,1034.6,30.6,67.8,7.5,6.81,32.9,125.2,67.7,99.6,Rainfed,245.1,2.81,0.77,51.37,62.67,3602,96681,225737,129056,1219,51.411,74.0,False,False,False,1.069539870914012,1.0326834862385321,79246.72131147541,185030.32786885247,105783.60655737705,2.33486414083429,False,999.1803278688525,292.5,High,Hot,0.07838588598607923,0.5942163080907673
SF11193,Punjab,Warangal,Rice,Kharif,11.87,454.2,28.2,68.9,5.9,7.71,37.2,133.9,57.8,122.2,Flood,234.4,5.22,0.71,1.14,13.53,22385,931749,302869,-628880,25133,0.538,49.1,False,False,False,0.46341463414634143,1.0154460296219012,78496.12468407751,25515.501263689977,-52980.623420387536,0.32505427963968836,True,2117.3546756529067,313.9,Mid-low,Warm,-1.3081175772824447,1.5083462852622078
SF11194,Telangana,Raichur,Rice,Rabi,12.54,457.5,25.5,64.9,6.4,7.25,19.7,131.6,36.2,90.4,Rainfed,40.0,10.21,0.72,2.41,30.22,21342,659415,644955,-14460,11092,2.724,20.3,False,False,False,0.9796747967479675,0.968132640794756,52584.92822966508,51431.818181818184,-1153.11004784689,0.9780714724414822,True,884.5295055821372,258.20000000000005,Mid-low,Mild,0.3943681466910858,0.6301149303378886
SF11195,Madhya Pradesh,Warangal,Sugarcane,Kharif,14.32,1187.4,30.8,75.1,5.6,6.76,27.7,140.4,96.0,102.7,Sprinkler,215.6,1.35,0.77,66.24,948.56,3683,953956,3493546,2539590,24373,38.918,85.5,False,False,False,1.3791380387257963,1.0559059633027523,66617.03910614525,243962.7094972067,177345.67039106146,3.66216680853205,False,1702.0251396648043,339.1,High,Hot,0.9810828448976415,1.0122007675295628
SF11196,Madhya Pradesh,Erode,Chilli,Rabi,1.13,574.4,21.8,60.6,7.0,6.18,22.3,131.8,58.2,79.1,Flood,196.0,4.37,0.79,1.38,1.56,93191,68445,145378,76933,948,1.646,49.7,False,False,False,0.8874598070739548,0.9048109131511238,60570.796460177,128653.09734513276,68082.30088495575,2.124011980422237,False,838.9380530973452,269.1,Mid-low,Cool,-0.22757745521322412,1.4388349098272848
SF11197,Karnataka,Ludhiana,Rice,Kharif,4.29,747.1,24.8,77.6,5.8,5.74,31.1,106.8,67.0,100.1,Flood,215.0,6.63,0.82,1.29,5.53,18142,307513,100325,-207188,8004,0.691,57.8,False,False,False,0.524390243902439,0.8229717163011182,71681.35198135198,23385.780885780885,-48295.5710955711,0.32624637007215956,True,1865.7342657342658,273.9,Mid-high,Mild,-1.1542179556329335,1.3290987010189568
SF11198,Karnataka,Rajkot,Sugarcane,Kharif,8.18,906.3,24.0,53.7,7.2,6.8,36.6,125.3,27.9,124.4,Flood,104.6,3.32,0.76,72.05,589.37,3585,422022,2112891,1690869,21224,27.769,54.7,False,False,False,1.5001041016031647,1.027809633027523,51591.9315403423,258299.63325183376,206707.70171149145,5.006589703854301,False,2594.6210268948657,277.6,High,Mild,1.3514608770630891,1.5430309069280508
SF11199,Telangana,Krishna,Wheat,Kharif,2.23,786.9,33.3,71.3,6.6,5.76,33.6,100.6,61.7,138.4,Sprinkler,200.9,6.6,0.79,1.03,2.3,20801,165381,47842,-117539,1250,1.84,55.9,False,False,False,0.4650112866817156,0.8720313580816232,74161.88340807175,21453.811659192826,-52708.07174887892,0.2892835331749113,True,560.5381165919282,300.70000000000005,Mid-high,Hot,-1.507001606350423,1.1001566548889465
SF11200,Andhra Pradesh,Ludhiana,Maize,Zaid,14.66,528.9,30.7,59.5,7.4,6.26,22.5,130.5,46.7,61.4,Flood,96.3,5.6,0.7,2.62,38.41,20246,831136,777649,-53487,9788,3.924,47.4,False,False,False,0.9192982456140351,0.9650602983936317,56694.13369713506,53045.6343792633,-3648.49931787176,0.9356459111384899,True,667.6671214188267,238.6,Mid-low,Hot,0.23517332267578284,1.2580790676795086
SF11201,Tamil Nadu,Indore,Wheat,Zaid,0.5,356.7,29.8,41.1,7.9,7.66,22.0,133.3,72.8,112.3,Rainfed,112.4,2.23,0.66,0.77,0.38,18322,26826,6962,-19864,189,2.011,42.4,False,False,False,0.34762979683972917,0.7681053094933658,53652.0,13924.0,-39728.0,0.2595243420562141,True,378.0,318.40000000000003,Low,Hot,-0.9885392186908518,0.741892840537671
SF11202,Tamil Nadu,Nashik,Sugarcane,Rabi,3.23,405.3,24.9,59.3,7.3,5.72,23.75,139.5,73.0,111.0,Flood,286.7,5.79,0.94,20.64,66.67,3713,235033,247546,12513,7296,9.138,42.4,False,True,False,0.4297314178638351,1.064506880733945,72765.6346749226,76639.62848297214,3873.993808049536,1.0532393323490743,False,2258.823529411765,323.5,Mid-low,Mild,-1.2071206042469678,1.3433308691519696
SF11203,Maharashtra,Guntur,Maize,Kharif,8.48,858.7,29.0,73.8,7.1,6.62,32.4,148.8,60.6,142.4,Flood,161.9,5.26,0.79,4.54,38.5,21037,544787,809924,265137,6449,5.97,49.1,False,False,False,1.592982456140351,1.0027646694313361,64243.75,95509.90566037735,31266.155660377357,1.4866801153478333,False,760.4952830188679,351.8,High,Warm,1.444559414871207,1.4329943259776978
SF11204,Punjab,Warangal,Wheat,Rabi,4.66,264.1,18.5,60.4,8.4,6.77,21.6,71.0,35.6,152.2,Drip,143.1,3.39,0.82,2.46,11.46,25677,283552,294258,10706,2247,5.1,49.4,False,False,False,1.1106094808126412,1.0764458045989058,60848.06866952789,63145.49356223176,2297.4248927038625,1.0377567430312606,False,482.18884120171674,258.79999999999995,Low,Cool,0.6900803262404828,0.9463821404092847
SF11205,Telangana,Nalgonda,Rice,Rabi,3.38,539.8,27.9,54.2,7.6,6.92,21.4,87.0,52.6,149.1,Sprinkler,136.3,5.48,0.79,4.22,14.26,19570,206072,279068,72996,5277,2.702,29.9,False,False,False,1.7154471544715446,0.887749778856404,60968.047337278105,82564.49704142012,21596.44970414201,1.354225707519702,False,1561.2426035502958,288.7,Mid-low,Warm,1.1416700754184699,1.1121870646126077
SF11206,Madhya Pradesh,Nalgonda,Groundnut,Rabi,11.83,92.5,26.0,62.0,9.2,7.52,25.8,133.2,57.8,85.8,Flood,281.2,2.09,0.87,0.66,7.81,46532,813906,363415,-450491,7721,1.012,47.2,False,False,False,0.4714285714285715,0.82612670992712,68800.16906170752,30719.78021978022,-38080.388841927306,0.4465073362280165,True,652.6627218934912,276.8,Low,Mild,-1.3471912060920122,1.3977023213472919
SF11207,Punjab,Nashik,Cotton,Rabi,11.5,429.9,21.4,60.6,6.9,6.1,24.5,99.5,61.5,38.7,Flood,150.8,2.19,0.84,0.94,10.81,56296,699979,608560,-91419,11330,0.954,36.7,False,False,False,0.7580645161290323,0.8255574375105401,60867.739130434784,52918.260869565216,-7949.478260869565,0.8693975104967435,True,985.2173913043479,199.7,Mid-low,Cool,-0.5701993952752267,1.3762458997755425
SF11208,Maharashtra,Guntur,Sugarcane,Rabi,13.85,518.4,18.9,42.7,7.8,5.44,27.2,101.2,58.2,100.9,Flood,188.7,3.68,0.67,7.15,99.03,2594,769423,256884,-512539,31992,3.095,39.0,False,False,False,0.1488652925255049,0.7436926605504587,55554.007220216605,18547.58122743682,-37006.42599277978,0.3338657669448405,True,2309.8916967509026,260.3,Mid-low,Cool,-1.7227936949364862,1.373701300805631
SF11209,Maharashtra,Erode,Groundnut,Rabi,11.0,422.3,23.3,64.3,7.8,6.57,24.8,122.9,30.6,80.3,Flood,156.1,3.4,0.89,1.56,17.16,52844,667178,906803,239625,7513,2.284,52.2,False,False,False,1.1142857142857143,0.9381896299189533,60652.545454545456,82436.63636363637,21784.090909090908,1.3591620227285672,False,683.0,233.8,Mid-low,Cool,0.3378434189060996,1.4626707692307692
SF11210,Punjab,Guntur,Rice,Kharif,4.54,663.7,28.5,61.3,4.7,6.74,33.2,40.0,31.6,104.7,Flood,180.5,4.06,0.65,3.22,14.62,26710,276050,390500,114450,7756,1.885,55.1,False,False,False,1.3089430894308944,1.2116400916328336,60803.96475770925,86013.21585903084,25209.251101321584,1.4145988045643905,False,1708.3700440528635,176.3,Mid-high,Warm,1.2603472490277414,1.216996679597756
SF11211,Madhya Pradesh,Nalgonda,Pulses,Rabi,5.12,594.8,19.1,59.2,6.2,6.12,19.4,76.8,71.1,192.5,Flood,67.0,6.49,0.66,0.71,3.64,65213,268084,237375,-30709,2492,1.461,36.0,False,False,False,0.7553191489361702,0.9172462779461718,52360.15625,46362.3046875,-5997.8515625,0.8854500828098656,True,486.71875,340.4,Mid-high,Cool,-0.1761648016484517,1.3613602399517055
SF11212,Gujarat,Nalgonda,Sugarcane,Kharif,14.85,664.8,27.7,54.2,6.4,7.04,16.3,107.8,28.6,120.8,Drip,157.1,6.72,0.86,64.45,957.08,3342,883868,3198561,2314693,20165,47.462,47.6,False,False,False,1.3418696647928379,0.9581422018348624,59519.73063973064,215391.31313131313,155871.5824915825,3.6188220413002847,False,1357.912457912458,257.2,Mid-high,Warm,0.7102047734195678,0.8075556583186745
SF11213,Telangana,Krishna,Rice,Kharif,1.76,721.9,28.5,59.5,8.9,6.83,37.2,104.5,58.7,82.6,Rainfed,203.2,3.08,0.89,4.38,7.71,23600,124279,181956,57677,1567,4.92,57.6,False,False,False,1.7804878048780488,1.0705618181405794,70613.06818181818,103384.09090909091,32771.02272727273,1.4640928877766959,False,890.3409090909091,245.79999999999998,Mid-high,Warm,1.5087444304358457,0.6342548172427185
SF11214,Madhya Pradesh,Rajkot,Rice,Kharif,9.71,899.0,27.0,77.6,7.4,5.89,28.9,78.3,65.7,89.1,Rainfed,227.4,8.26,0.86,1.31,12.72,23504,818567,298971,-519596,9109,1.396,58.3,False,False,False,0.5325203252032521,1.06620699040577,84301.44181256436,30790.01029866117,-53511.43151390319,0.36523705451111516,True,938.1050463439752,233.1,High,Warm,-1.3255541306220615,0.6682806986044232
SF11215,Tamil Nadu,Raichur,Maize,Rabi,6.02,463.5,17.7,53.6,8.9,7.84,22.8,140.5,49.6,143.3,Rainfed,244.2,4.31,0.91,0.66,3.97,15396,393142,61122,-332020,1646,2.412,36.8,False,False,False,0.23157894736842105,0.7338767338767339,65305.98006644519,10153.156146179403,-55152.823920265786,0.15547054245031058,True,273.421926910299,333.4,Mid-low,Cool,-1.5488515774945921,0.5152064432339503
